PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
39787708,Gold nanocages co-assembled with Spinacia oleracea extract combined photothermal/photodynamic therapy in 4T1 breast cancer cell line.,2025-Jan-09,"Dheeraj Dehariya, Anindita Tarafdar, Monika Pebam, Sri Amrutha Sankaranarayanan, Sajmina Khatun, Aravind Kumar Rengan","Dept. of Biomedical Engineering, Indian Institute of Technology Hyderabad, Indian Institute of Technology Hyderabad, Hyderabad, 502284, INDIA., Indian Institute of Technology Hyderabad, Dept. Biomedical Engineering, Hyderabad, Telangana, 502284, INDIA., Dept. of Biomedical Engineering, Indian Institute of Technology Hyderabad, Indian Institute of Technology Hyderabad, Hyderabad, 502284, INDIA., Indian Institute of Technology Hyderabad, Dept. of Biomedical Engineering, Hyderabad, Telangana, 502284, INDIA., Indian Institute of Technology Hyderabad, IITH Road, Near NH-65, Sangareddy, Kandi, Telangana 502284, Hyderabad, Telangana, 502284, INDIA., Department of Biomedical Engineering, Indian Institute of Technology, Indian Institute of Technology Hyderabad, HYderabad, Telangana, 502284, INDIA.",
39787688,Signature of collagen alpha-1(x) gene expression in human cancers and their therapeutic implications.,2025-Jan-03,"Akshaya Nagarajan, Varsha Varadhan, Monica Shri Manikandan, Thirunavukkarasu Palaniyandi, Senthilkumar Kaliamoorthy, Gomathy Baskar","Department of Biotechnology, Dr. M. G. R Educational and Research Institute, Chennai, Tamil Nadu 600095, India., Department of Biotechnology, Dr. M. G. R Educational and Research Institute, Chennai, Tamil Nadu 600095, India., Department of Biotechnology, Dr. M. G. R Educational and Research Institute, Chennai, Tamil Nadu 600095, India., Department of Biotechnology, Dr. M. G. R Educational and Research Institute, Chennai, Tamil Nadu 600095, India; ACS-Advanced Medical Research Institute, Dr. M.G.R Educational and Research Institute, Chennai 600077, India. Electronic address: ppthirunacas@gmail.com., Department of Electronics and Communication Engineering, Dr. M.G.R Educational and Research Institute, Chennai, Tamil Nadu 600095, India., Department of Biotechnology, Dr. M. G. R Educational and Research Institute, Chennai, Tamil Nadu 600095, India.",ppthirunacas@gmail.com.
39787636,Assessing the feasibility and external validity of natural language processing-extracted data for advanced lung cancer patients.,2025-Jan-04,"Yuchen Li, Jennifer Law, Janice J N Li, Christopher Pettengell, Patricia Demarco, Michael Duong, David Merritt, Sean Davidson, Mike Sung, Sally Cm Lau, Sajda Zahir, Ryan Chu, Malcom Ryan, Khizar Karim, Josh Morganstein, Adrian Sacher, Lawson Eng, Frances A Shepherd, Penelope Bradbury, Geoffrey Liu, Natasha B Leighl","Dept. of Medical Oncology, Princess Margaret Cancer Center, Toronto, ON, Canada; Dept. of Medical Oncology, Cancer Centre of Southeastern Ontario, Kingston, ON, Canada. Electronic address: yuch.li@mail.utoronto.ca., Dept. of Medical Oncology, Princess Margaret Cancer Center, Toronto, ON, Canada., Dept. of Medical Oncology, Princess Margaret Cancer Center, Toronto, ON, Canada., Pentavere, Toronto, ON, Canada., Hoffman-La Roche Limited (Roche Canada), Mississauga, ON, Canada., Hoffman-La Roche Limited (Roche Canada), Mississauga, ON, Canada., Hoffman-La Roche Limited (Roche Canada), Mississauga, ON, Canada., TECHNA Institute, Toronto, ON, Canada., Dept. of Medical Oncology, Princess Margaret Cancer Center, Toronto, ON, Canada., Dept. of Medical Oncology, Princess Margaret Cancer Center, Toronto, ON, Canada., Dept. of Medical Oncology, Princess Margaret Cancer Center, Toronto, ON, Canada., Dept. of Medical Oncology, Princess Margaret Cancer Center, Toronto, ON, Canada., Dept. of Medical Oncology, Princess Margaret Cancer Center, Toronto, ON, Canada., Dept. of Medical Oncology, Princess Margaret Cancer Center, Toronto, ON, Canada., Dept. of Medical Oncology, Princess Margaret Cancer Center, Toronto, ON, Canada., Dept. of Medical Oncology, Princess Margaret Cancer Center, Toronto, ON, Canada., Dept. of Medical Oncology, Princess Margaret Cancer Center, Toronto, ON, Canada., Dept. of Medical Oncology, Princess Margaret Cancer Center, Toronto, ON, Canada., Dept. of Medical Oncology, Princess Margaret Cancer Center, Toronto, ON, Canada., Dept. of Medical Oncology, Princess Margaret Cancer Center, Toronto, ON, Canada., Dept. of Medical Oncology, Princess Margaret Cancer Center, Toronto, ON, Canada.",yuch.li@mail.utoronto.ca.
39787595,Effect of eHealth Interventions on Body Image of Patients With Cancer: Systematic Review.,2025-Jan-09,Xiuzhi Xu,"Nursing Department, The Second People's Hospital of Fuyang City, Fuyang, China.",
39787561,Effects of White Noise Intervention on Sleep Quality and Immunological Indicators of Patients with Breast Cancer Undergoing Neoadjuvant Chemotherapy.,,"Zhen Meng, Shuyun Zheng, Ying Chen","Department of Ultrasound, Zhangqiu District People's Hospital, Jinan 250200, China., Department of Pediatrics, Jinan Zhangqiu District People's Hospital, Jinan 250200, China., Department of Geriatric Health Internal Medicine, Qingdao Municipal Hospital, Qingdao 266000, China.",
39787462,Targeted Next-Generation Sequencing in Succinate Dehydrogenase-Deficient GI Stromal Tumor Identifies Actionable Alterations in the PI3K/mTOR Pathway.,2025-Jan,"Carlo María Cicala, Judit Matito, María Quindos, David Gómez-Peregrina, Paula Romero-Lozano, Paula Fernández-Suárez, Ana Vivancos, César Serrano","Sarcoma Translational Research Group, Vall d'Hebron Institute of Oncology (VHIO), Barcelona, Spain., Cancer Genomics Group, Vall d'Hebron Institute of Oncology (VHIO), Vall d'Hebron Barcelona Hospital Campus, Barcelona, Spain., Medical Oncology Department, Complexo Hospitalario Universitario de A Coruña. Biomedical Research Institute (INIBIC), A Coruña, Spain., Sarcoma Translational Research Group, Vall d'Hebron Institute of Oncology (VHIO), Barcelona, Spain., Vall d'Hebron Institute of Research (VHIR), Vall d'Hebron Barcelona Hospital Campus, Barcelona, Spain., Abdominal Imaging, Radiodiagnostic Department, Complexo Hospitalario Universitario de A Coruña, A Coruña, Spain., Cancer Genomics Group, Vall d'Hebron Institute of Oncology (VHIO), Vall d'Hebron Barcelona Hospital Campus, Barcelona, Spain., Sarcoma Translational Research Group, Vall d'Hebron Institute of Oncology (VHIO), Barcelona, Spain.",
39787453,Trastuzumab-Pertuzumab Plus Eribulin or Taxane as First-Line Chemotherapy for Human Epidermal Growth Factor 2-Positive Locally Advanced/Metastatic Breast Cancer: The Randomized Noninferiority Phase III EMERALD Trial.,2025-Jan-09,"Toshinari Yamashita, Toshimi Takano, Yoichi Naito, Michiko Tsuneizumi, Akiyo Yoshimura, Natsuko Mori, Toru Higuchi, Kazuhiro Araki, Hiroki Hasegawa, Yohei Uchida","Department of Breast Surgery and Oncology, Kanagawa Cancer Center, Kanagawa, Japan., Department of Breast Medical Oncology, The Cancer Institute Hospital of JFCR, Tokyo, Japan., Department of General Internal Medicine, National Cancer Center Hospital East, Chiba, Japan., Department of Breast Surgery, Shizuoka General Hospital, Shizuoka, Japan., Department of Breast Oncology, Aichi Cancer Center Hospital, Aichi, Japan., Department of Breast Surgery, Seirei Hamamatsu General Hospital, Shizuoka, Japan., Department of Breast Unit, Japanese Red Cross Saitama Hospital, Saitama, Japan., Department of Breast Medical Oncology, Gunma Prefectural Cancer Center, Gunma, Japan., Medical HQs, Eisai Co, Ltd, Tokyo, Japan., Medical HQs, Eisai Co, Ltd, Tokyo, Japan.",
39787447,Observational Study of Best Supportive Care With or Without Oral Capecitabine in Patients With Metastatic Gallbladder Carcinoma at a Tertiary Center in India.,2025-Jan,"Abhinav Srivastava, Shagun Misra, Neeraj Rastogi, Vishwas Kapoor, Shaleen Kumar","Department of Radiotherapy, Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow, India., Department of Radiotherapy, Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow, India., Department of Radiotherapy, Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow, India., Department of Biostatistics, Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow, India., Department of Radiotherapy, Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow, India.",
39787436,"ImpACT Project: Improving Access to Clinical Trials in Victoria, an Artificial Intelligence-Based Approach.",2025-Jan,"Maria L Bechelli, Kris Ivanova, Suan Siang Tan, Beena Kumar, Dayna Swiatek, Surein Arulananda, Sue M Evans","Victorian Cancer Registry, Cancer Council Victoria, Victoria, Australia., Victorian Cancer Registry, Cancer Council Victoria, Victoria, Australia., Department of Medical Oncology, Monash Health, Victoria, Australia., Department of Medical Oncology, Monash Health, Victoria, Australia., Olivia Newton-John Cancer Research Institute, Victoria, Australia., Department of Medical Oncology, Monash Health, Victoria, Australia., Victorian Cancer Registry, Cancer Council Victoria, Victoria, Australia.",
39787419,Site-Specific Molecular Engineering of Nanobody-Glucoside Conjugates for Enhanced Brain Tumor Targeting.,2025-Jan-09,,,
39787392,In Vitro Experiment Present ROCK2 Inhibition Promotes the Therapeutic of Bevacizumab in Treatment of Glioblastoma Multiforme.,2024-Oct-16,"Jun Lai, Xiaojing Zhang, Kaixin Liang","Department of Neurosurgery, Chongqing General Hospital, Chongqing, China., Department of Neurosurgery, Linfen Central Hospital of Shanxi Province, Shanxi, China., Department of Neurosurgery, Yubei District Hospital of TCM, Chongqing, China.",
39787250,"Characterization and evaluation of the cytotoxic, antioxidant, and anti-human lung cancer properties of copper nanoparticles green-synthesized by fennel extract following the PI3K/AKT/Mtor signaling pathway.",2025,,,
39787217,Bile acid synthesis impedes tumor-specific T cell responses during liver cancer.,2025-Jan-10,"Siva Karthik Varanasi, Dan Chen, Melissa A Johnson, Souradipta Ganguly, Kathryn Lande, Michael A LaPorta, Filipe Araujo Hoffmann, Thomas H Mann, Marcos G Teneche, Eduardo Casillas, Kailash C Mangalhara, Varsha Mathew, Ming Sun, Yagmur Farsakoglu, Timothy Chen, Bianca Parisi, Shaunak Deota, Aaron Havas, H Kay Chung, Andrea Schietinger, Satchidananda Panda, April E Williams, Debanjan Dhar, Peter D Adams, Gerald S Shadel, Mark S Sundrud, Susan M Kaech","NOMIS Center for Immunobiology and Microbial Pathogenesis, Salk Institute for Biological Studies, La Jolla, CA, USA., NOMIS Center for Immunobiology and Microbial Pathogenesis, Salk Institute for Biological Studies, La Jolla, CA, USA., NOMIS Center for Immunobiology and Microbial Pathogenesis, Salk Institute for Biological Studies, La Jolla, CA, USA., Sanford Burnham Prebys Medical Discovery Institute, La Jolla, CA, USA., The Razavi Newman Integrative Genomics and Bioinformatics Core Facility, Salk Institute for Biological Studies, La Jolla, CA, USA., NOMIS Center for Immunobiology and Microbial Pathogenesis, Salk Institute for Biological Studies, La Jolla, CA, USA., NOMIS Center for Immunobiology and Microbial Pathogenesis, Salk Institute for Biological Studies, La Jolla, CA, USA., NOMIS Center for Immunobiology and Microbial Pathogenesis, Salk Institute for Biological Studies, La Jolla, CA, USA., Sanford Burnham Prebys Medical Discovery Institute, La Jolla, CA, USA., NOMIS Center for Immunobiology and Microbial Pathogenesis, Salk Institute for Biological Studies, La Jolla, CA, USA., NOMIS Center for Immunobiology and Microbial Pathogenesis, Salk Institute for Biological Studies, La Jolla, CA, USA., NOMIS Center for Immunobiology and Microbial Pathogenesis, Salk Institute for Biological Studies, La Jolla, CA, USA., NOMIS Center for Immunobiology and Microbial Pathogenesis, Salk Institute for Biological Studies, La Jolla, CA, USA., NOMIS Center for Immunobiology and Microbial Pathogenesis, Salk Institute for Biological Studies, La Jolla, CA, USA., NOMIS Center for Immunobiology and Microbial Pathogenesis, Salk Institute for Biological Studies, La Jolla, CA, USA., NOMIS Center for Immunobiology and Microbial Pathogenesis, Salk Institute for Biological Studies, La Jolla, CA, USA., Regulatory Biology Laboratory, Salk Institute for Biological Studies, La Jolla, CA, USA., Sanford Burnham Prebys Medical Discovery Institute, La Jolla, CA, USA., NOMIS Center for Immunobiology and Microbial Pathogenesis, Salk Institute for Biological Studies, La Jolla, CA, USA., Immunology Program, Memorial Sloan Kettering Cancer Center, New York, NY, USA., Regulatory Biology Laboratory, Salk Institute for Biological Studies, La Jolla, CA, USA., The Razavi Newman Integrative Genomics and Bioinformatics Core Facility, Salk Institute for Biological Studies, La Jolla, CA, USA., Sanford Burnham Prebys Medical Discovery Institute, La Jolla, CA, USA., Sanford Burnham Prebys Medical Discovery Institute, La Jolla, CA, USA., NOMIS Center for Immunobiology and Microbial Pathogenesis, Salk Institute for Biological Studies, La Jolla, CA, USA., Department of Microbiology and Immunology, Geisel School of Medicine at Dartmouth, Hanover, NH, USA., NOMIS Center for Immunobiology and Microbial Pathogenesis, Salk Institute for Biological Studies, La Jolla, CA, USA.",
39787212,Fish could personalize cancer treatments.,2025-Jan-10,,,
39787190,Cervical cancer care at a tertiary oncology facility in Uganda: Comparing daily practice with national treatment targets on cervical cancer control.,2025,"Carolyn Nakisige, Mariam Nabwire, Jane Namugga, Israel Luutu, Jackson Orem","Department of Gynaecological Oncology, Uganda Cancer Institute, Kampala, Uganda., Department of Gynaecological Oncology, Uganda Cancer Institute, Kampala, Uganda., Department of Gynaecological Oncology, Uganda Cancer Institute, Kampala, Uganda., Department of Radiotherapy, Uganda Cancer Institute, Kampala, Uganda., Uganda Cancer Institute, Kampala, Uganda.",
39787181,Getting back on track after treatment of cancer: A qualitative interview study of cancer survivors' experiences.,2025,"Laurens Beerepoot, Dareczka Wasowicz","Department of Internal Medicine, Elisabeth-TweeSteden Hospital, Tilburg, The Netherlands., Department of Surgery, Elisabeth-TweeSteden Hospital, Tilburg, The Netherlands.",
39787178,Let-7b-5p sensitizes breast cancer cells to doxorubicin through Aurora Kinase B.,2025,,,
39787149,Impact of functional re-education and environmental adaptation in cancer patients with respiratory pathology: Study protocol.,2025,Celia Sanchez-Gomez,"Institute of Biomedical Research of Salamanca (IBSAL), Salamanca, Spain.",
39787141,Validation of polymorphic Gompertzian model of cancer through in vitro and in vivo data.,2025,,,
39787077,Behaviors and influencing factors of Chinese oncology nurses towards frailty care: A cross-sectional study based on knowledge-attitude-practice theory in 2024.,2025,,,
39787064,A data management system for precision medicine.,2025-Jan,"John J L Jacobs, Inés Beekers, Inge Verkouter, Levi B Richards, Alexandra Vegelien, Lizan D Bloemsma, Jacqueline Cloos, Frederik Erkens, Patrycja Gradowska, Simon Hort, Manel Juan, Anke H Maitland-van der Zee, Sergio Navarro-Velázquez, Lok Lam Ngai, Jesse Tettero, Yolanda de Wit, Steven van Dijk","Clinical Care & Research, ORTEC B.V., Zoetermeer, The Netherlands., Clinical Care & Research, ORTEC B.V., Zoetermeer, The Netherlands., Clinical Care & Research, ORTEC B.V., Zoetermeer, The Netherlands., Clinical Care & Research, ORTEC B.V., Zoetermeer, The Netherlands., Clinical Care & Research, ORTEC B.V., Zoetermeer, The Netherlands., Department of Pulmonary Medicine, Amsterdam UMC, The Netherlands., Department of Haematology, Amsterdam UMC, The Netherlands., Department Production Metrology, Fraunhofer Institute for Production Technology IPT, Aachen, Germany., HOVON Foundation, Rotterdam, The Netherlands; Department of Haematology, Erasmus MC Cancer Institute, Rotterdam, The Netherlands., Adaptive Produktionssteuerung, Fraunhofer Institute for Production Technology IPT, Aachen, Germany., Fundació Clínic per a la Recerca Biomèdica-Institut d'Investigacions Biomèdiques August Pi i Sunyer, Barcelona, Spain., Department of Pulmonary Medicine, Amsterdam UMC, The Netherlands., Fundació Clínic per a la Recerca Biomèdica-Institut d'Investigacions Biomèdiques August Pi i Sunyer, Barcelona, Spain., Department of Haematology, Amsterdam UMC, The Netherlands., Department of Haematology, Amsterdam UMC, The Netherlands., Department of Pulmonary Medicine, Amsterdam UMC, The Netherlands., Clinical Care & Research, ORTEC B.V., Zoetermeer, The Netherlands.",
39787021,Addressing challenges in the implementation of precision oncology: An in-depth examination of limitations and disparities in the treatment of non-small cell lung cancer in the Brazilian public healthcare system (SUS).,2025-Dec,"Luma Princess Schneider, Jean Henri Maselli-Schoueri, Barbara de Souza Gutierres Aguiar, Pedro Nazareth Aguiar, Auro Del Giglio","Department of Oncology and Hematology, ABC Medical School, Sao Paulo, Brazil., Department of Oncology and Hematology, ABC Medical School, Sao Paulo, Brazil., Department of Oncology and Hematology, ABC Medical School, Sao Paulo, Brazil., Department of Oncology and Hematology, ABC Medical School, Sao Paulo, Brazil., Department of Oncology and Hematology, ABC Medical School, Sao Paulo, Brazil.",
39787015,False-Negative Review from the Mammography Audit: Refining Breast Imaging Practice.,2025-Feb,,,
39786986,The bidirectional interplay between T cell-based immunotherapies and the tumor microenvironment.,2025-Jan-09,Aleksey Chudnovskiy,"The Francis Crick Institute, United Kingdom.",
39786928,A signaling molecule from intratumor bacteria promotes trastuzumab resistance in breast cancer cells.,2025-Jan-14,"Gege Qin, Xiying Shao, Xiaolong Liu, Jiachao Xu, Xiaojia Wang, Wenxi Wang, Lu Gao, Yuxin Liang, Lina Xie, Dan Su, Hongwei Yang, Wei Zhou, Xiaohong Fang","Key Laboratory of Molecular Nanostructure and Nanotechnology, Research/Education Center for Excellence in Molecular Sciences, Institute of Chemistry, Chinese Academy of Sciences, Beijing 100190, China., Department of Breast Medical Oncology, Zhejiang Cancer Hospital, Hangzhou 310022, Zhejiang, China., Key Laboratory of Molecular Nanostructure and Nanotechnology, Research/Education Center for Excellence in Molecular Sciences, Institute of Chemistry, Chinese Academy of Sciences, Beijing 100190, China., Key Laboratory of Molecular Developmental Biology, Institute of Genetics and Developmental Biology, Chinese Academy of Sciences, Beijing 100101, China., Department of Breast Medical Oncology, Zhejiang Cancer Hospital, Hangzhou 310022, Zhejiang, China., Hangzhou Institute of Medicine, Chinese Academy of Sciences, Hangzhou 310022, Zhejiang, China., Hangzhou Institute of Medicine, Chinese Academy of Sciences, Hangzhou 310022, Zhejiang, China., Key Laboratory of Molecular Nanostructure and Nanotechnology, Research/Education Center for Excellence in Molecular Sciences, Institute of Chemistry, Chinese Academy of Sciences, Beijing 100190, China., Department of Breast Medical Oncology, Zhejiang Cancer Hospital, Hangzhou 310022, Zhejiang, China., Department of Breast Medical Oncology, Zhejiang Cancer Hospital, Hangzhou 310022, Zhejiang, China., Key Laboratory of Molecular Nanostructure and Nanotechnology, Research/Education Center for Excellence in Molecular Sciences, Institute of Chemistry, Chinese Academy of Sciences, Beijing 100190, China., Hangzhou Institute of Medicine, Chinese Academy of Sciences, Hangzhou 310022, Zhejiang, China., Key Laboratory of Molecular Nanostructure and Nanotechnology, Research/Education Center for Excellence in Molecular Sciences, Institute of Chemistry, Chinese Academy of Sciences, Beijing 100190, China.",
39786764,Shared Local Oncology Care After Allogeneic Hematopoietic Cell Transplantation: A Randomized Clinical Trial.,2025-Jan-09,"Gregory A Abel, Haesook T Kim, Ira Zackon, Edwin T Alyea, Alexandra S Bailey, John P Winters, Kenneth R Meehan, Jeanna H Walsh, Thomas P Walsh, Alexandra Ivanov, Meredith A Faggen, Sarah Sinclair, Amy C Joyce, Sara D Close, Amy Emmert, Jon Koreth, Joseph H Antin, Corey S Cutler, Vincent T Ho, Robert J Soiffer","Division of Hematologic Malignancies, Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts., Department of Data Science, Dana-Farber Cancer Institute, Boston, Massachusetts., New York Oncology Hematology, Albany, New York., Duke Cancer Institute, Durham, North Carolina., Dana-Farber Brigham Cancer Center, Milford, Massachusetts., New England Cancer Specialists, Scarborough, Maine., Dartmouth-Hitchcock Medical Center and the Norris Cotton Cancer Center, Lebanon, New Hampshire., Dana-Farber/New Hampshire Oncology-Hematology, Londonderry, New Hampshire., Division of Population Sciences, Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts., Division of Population Sciences, Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts., Dana-Farber Brigham Cancer Center at South Shore Hospital, Weymouth, Massachusetts., Northern Light Cancer Care, Eastern Maine Medical Center, Brewer, Maine., Division of Hematologic Malignancies, Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts., Division of Hematologic Malignancies, Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts., Division of Hematologic Malignancies, Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts., Division of Hematologic Malignancies, Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts., Division of Hematologic Malignancies, Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts., Division of Hematologic Malignancies, Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts., Division of Hematologic Malignancies, Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts., Division of Hematologic Malignancies, Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts.",
39786725,Synthesis and Application of a Novel Multifunctional Nanoprodrug for Synergistic Chemotherapy and Phototherapy with Hydrogen Sulfide Gas.,2025-Jan-09,Lianghui Zhu,"Jiang Xi Institute for Drug Control, Jiangxi Provincial Drug Administration, 1566 Beijing East Road, Nanchang, Jiangxi 330029, China.",
39786676,'Nomadic' Hematopoietic Stem Cells Navigate the Embryonic Landscape.,2025-Jan-09,"Anand Badhri Narayan, Senthil Kumar Hariom, Ayan Prasad Mukherjee, Deotima Das, Aadhira Nair, Everette Jacob Remington Nelson","Department of Integrative Biology, Gene Therapy Laboratory, School of Bio Sciences and Technology, Vellore Institute of Technology, Vellore, TN, 632 014, India., Department of Integrative Biology, Gene Therapy Laboratory, School of Bio Sciences and Technology, Vellore Institute of Technology, Vellore, TN, 632 014, India., Department of Integrative Biology, Gene Therapy Laboratory, School of Bio Sciences and Technology, Vellore Institute of Technology, Vellore, TN, 632 014, India., Department of Integrative Biology, Gene Therapy Laboratory, School of Bio Sciences and Technology, Vellore Institute of Technology, Vellore, TN, 632 014, India., Department of Integrative Biology, Gene Therapy Laboratory, School of Bio Sciences and Technology, Vellore Institute of Technology, Vellore, TN, 632 014, India., Department of Integrative Biology, Gene Therapy Laboratory, School of Bio Sciences and Technology, Vellore Institute of Technology, Vellore, TN, 632 014, India. everette.nelson@gmail.com.",everette.nelson@gmail.com.
39786672,HAIC plus lenvatinib and tislelizumab for advanced hepatocellular carcinoma with Vp4 portal vein invasion.,2025-Jan-09,"Feng Shi, Ping Ma, Yuanmin Zhou","Department of Interventional Radiology, Guangdong Provincial People's Hospital, Guangzhou, 519041, China., Department of Oncology, The Twelfth People's Hospital of Guangzhou, Guangzhou, 510620, China., Department of Oncology, The Twelfth People's Hospital of Guangzhou, Guangzhou, 510620, China.",
39786650,Survival benefit of cancer-directed surgery and the role of adjuvant therapy in malignant major salivary gland cancers: a propensity score matched retrospective analysis.,2025-Jan-09,,,
39786597,Costal fracture assessment for relief and enhancement of quality of life-CARE study.,2025-Jan-09,,,
39786586,Implant-based reconstruction and adjuvant radiotherapy in breast cancer patients-current status and DEGRO recommendations.,2025-Jan-09,"R Baumann, P Feyer, W Harms, T Hehr","Department of Radiation Oncology, St. Marien-Krankenhaus, Siegen, Germany., Formerly Department of Radiation Oncology, Vivantes Hospital Neukölln, Berlin, Germany., Department of Radiation Oncology, St. Claraspital, Basel, Switzerland., Department of Radiation Oncology, Marienhospital Stuttgart, Stuttgart, Germany.",
39786540,Correlation between skin cancer and therapy with anti-IL monoclonal antibodies in patients affected by moderate-to-severe psoriasis: an observational monocentric study.,2025-Jan-07,Giovanni Bagnoni,"Melanoma and Skin Cancer Unit, AVNO Tuscany, Livorno.",
39786519,Computational screening and molecular dynamics of natural compounds targeting the SH2 domain of STAT3: a multitarget approach using network pharmacology.,2025-Jan-09,Nitesh Kumar,"Department of Pharmacology and Toxicology, National Institute of Pharmaceutical Education and Research, Hajipur, Vaishali, Bihar, 844102, India.",
39786518,Surgical treatment can provide the opportunity for in-vitro fertilization (IVF) in a shorter period of time for patients with early-stage endometrial cancer.,2025-Jan-09,,,
39786504,"Melanoma detection, treatment, survival, and mortality through year 2 of the pandemic.",2025-Jan-09,,,
39786493,Contemporary prostate cancer radiation therapy trials may underestimate the risk of biochemical recurrence.,2024-Dec-30,"Michael West, Jose M Flores, John P Mulhall","Sexual & Reproductive Medicine Program, Urology Service, Memorial Sloan Kettering Cancer Center, New York, NY 10065, United States., Sexual & Reproductive Medicine Program, Urology Service, Memorial Sloan Kettering Cancer Center, New York, NY 10065, United States., Sexual & Reproductive Medicine Program, Urology Service, Memorial Sloan Kettering Cancer Center, New York, NY 10065, United States.",
39786465,Activity and safety of avelumab in high-grade neuroendocrine tumors and poorly differentiated neuroendocrine carcinomas progressive after chemotherapy (AveNEC trial).,2024-Dec-30,"Leonidas Apostolidis, Barbara Grün, Peter R Galle","National Center for Tumor Diseases, Heidelberg, Germany., National Center for Tumor Diseases, Heidelberg, Germany., Universitätsmedizin Mainz, Mainz, Germany.",
39786457,The impact of neoadjuvant therapy on the prognostic value of preoperative neutrophil-to-lymphocyte ratio for colorectal liver metastases: a multi-center cohort study.,2025-Jan-09,Hong Fu,"Department of Hepatobiliary Surgery, Shaoxing People's Hospital, Shaoxing, Zhejiang, China.",
39786430,Phase 2 Open-Label Trial of Brentuximab Vedotin with Pembrolizumab in PD-1 Pretreated Metastatic Non-Small Cell Lung Cancer and Metastatic Cutaneous Melanoma.,2024-Dec-30,"Omid Hamid, Robert Jotte, Amanda Gillespie-Twardy, Inderjit Mehmi, Graham Watson, Patrick Ward, Marya Chaney, Hailing Lu, Jason Berndt, Brian P O'Connor, Kapil Rathi, Eeman Shaikh","The Angeles Clinic and Research Institute, a Cedars Sinai Affiliate, Los Angeles, CA, United States., Rocky Mountain Cancer Centers and US Oncology, United States., Blue Ridge Cancer Care, United States., Cedars-Sinai Medical Center, Los Angeles, CA, United States., Virginia Oncology Associates, United States., Oncology Hematology Care, Cincinnati, Ohio, United States., Merck & Co, North Wales, PA, United States., Immune Design, Seattle, WA, United States., Pfizer, Bothell, WA, United States., Pfizer (United States), Bothell, Washington, United States., Pfizer, Bothell, WA, United States., Pfizer, Bothell, WA, United States.",
39786420,Switching Drivers: Epigenetic Rewiring to Genetic Progression in Glioma.,2024-Dec-30,"Kristen L Drucker, Robert B Jenkins, Daniel Schramek","Mayo Clinic, Rochester, United States., Mayo Clinic, Rochester, MN, United States., Lunenfeld-Tanenbaum Research Institute, Toronto, Canada.",
39786418,High-Risk MCL: Recognition and Treatment.,2024-Dec-30,,,
39786401,"OBI-992, a Novel TROP2-Targeted Antibody-Drug Conjugate, Demonstrates Antitumor Activity in Multiple Cancer Models.",2024-Dec-30,"Wan-Fen Li, Ming-Feng Chiang, Hao-Cheng Weng, Jhih-Jie Yang, Hsin-Shan Wu, Szu-Yu Wu, Yu-Jung Chen, Chi-Huan Lu, Jyy-Shiuan Tu, Ren-Yu Hsu, Chi-Sheng Shia, Teng-Yi Huang, Ming-Tain Lai","OBI Pharma, Inc., Taipei, Taiwan., OBI Pharma, Inc., Taipei, Taiwan., OBI Pharma, Inc., Taipei, Taiwan., OBI Pharma, Inc., Taipei, Taiwan., OBI Pharma, Inc., Taipei, Taiwan., OBI Pharma, Inc., Taipei, Taiwan., OBI Pharma, Inc., Taipei, Taiwan., OBI Pharma, Inc., Taipei, Taiwan., OBI Pharma, Inc., Taipei, Taiwan., OBI Pharma, Inc., Taipei, Taiwan., OBI Pharma, Inc., Taipei, Taiwan., OBI Pharma, Inc., Taipei, Taiwan., OBI Pharma, Inc., Taipei, Taiwan.",
